branch,workflow_event_trigger,issuer_name,workflow_id,build_duration,total_builds,gh_files_added,gh_files_deleted,gh_files_modified,tests_ran,gh_lines_added,gh_lines_deleted,gh_tests_added,gh_tests_deleted,gh_test_churn,gh_src_churn,gh_is_pr,gh_sloc,gh_description_complexity,gh_src_files,gh_doc_files,gh_other_files,git_num_committers,git_commits,total_jobs,gh_team_size_last_3_month,gh_commits_on_files_touched,gh_num_pr_comments,gh_test_lines_per_kloc,dependencies_count,workflow_size,dockerfile_changed,docker_compose_changed,hour,dow,month,secs_since_prev,duration_lag_1,duration_lag_2,duration_lag_3,duration_lag_4,duration_lag_5,duration_lag_6,duration_lag_7,window_avg_7,window_std_7,window_avg_3,window_std_3,window_avg_4,window_std_4,ft___cjs__,ft___css_,ft___html_,ft___ico_,ft___js_,ft___js__,ft___json_,ft___json__,ft___md__,ft___png_,ft___svg_,ft___ts_,ft___ts__,ft___tsx_,ft___tsx__,ft___tsx____dup1,ft___webmanifest_,ft___xml_,ft___yml_,ft___yml__,ft____cjs_,ft____css_,ft____css__,ft____html_,ft____html__,ft____json_,ft____json__,ft____md_,ft____snap_,ft____svg_,ft____ts_,ft____ts__,ft____tsx_,ft____tsx__,ft____tsx____dup1,ft____yaml__,ft____yml_,ft____yml__,ft___
2,0,2,83806327,222.0,717,0,0,2,False,158,54,0,0,0,212,False,14414,0,1,0,1,8,398,3,7,91,0,42.87498265575135,0,112.0,0,0,10,1,1,13345.0,275.0,236.0,216.0,252.0,269.0,270.0,310.0,261.14285714285717,30.201702884818552,242.33333333333334,30.0055550412475,244.75,24.971650592888995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,256.0,716,1,0,5,False,499,42,0,0,0,541,False,14414,0,2,0,4,8,398,3,7,122,0,42.87498265575135,0,112.0,0,0,14,1,1,11664.0,222.0,275.0,236.0,216.0,252.0,269.0,270.0,248.57142857142858,24.19267893983042,244.33333333333334,27.465129406819358,237.25,26.525145302775126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,284.0,715,0,0,1,False,2,2,0,0,0,4,True,14414,80,1,0,0,8,399,3,7,93,1,42.87498265575135,0,112.0,0,0,7,2,1,63566.0,256.0,222.0,275.0,236.0,216.0,252.0,269.0,246.57142857142858,22.65580972478614,251.0,26.851443164195103,247.25,23.17146233336745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,242.0,713,0,0,2,False,158,54,0,0,0,212,False,14839,0,1,0,1,8,400,3,7,91,0,41.647011254127634,0,112.0,0,0,8,2,1,3091.0,284.0,256.0,222.0,275.0,236.0,216.0,252.0,248.71428571428572,25.64315558919043,254.0,31.04834939252005,259.25,27.439327008268016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,271.0,712,1,0,5,False,499,42,0,0,0,541,False,14839,0,2,0,4,8,400,3,7,121,0,41.647011254127634,0,112.0,0,0,11,2,1,10164.0,242.0,284.0,256.0,222.0,275.0,236.0,216.0,247.28571428571428,25.70806803135471,260.6666666666667,21.385353243127252,251.0,26.05123157677323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,216.0,711,1,0,5,False,499,42,0,0,0,541,True,14839,79,2,0,4,8,400,3,7,121,1,41.647011254127634,0,112.0,0,0,11,2,1,219.0,271.0,242.0,284.0,256.0,222.0,275.0,236.0,255.14285714285714,22.79202032458269,265.6666666666667,21.501937897160182,263.25,18.20942979154848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,678.0,709,0,0,2,False,158,54,0,0,0,212,True,14935,85,1,0,1,8,401,3,7,90,1,41.37931034482759,0,112.0,0,0,11,3,1,84933.0,216.0,271.0,242.0,284.0,256.0,222.0,275.0,252.28571428571428,26.537484719507518,243.0,27.51363298439521,253.25,30.412442629073166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,269.0,707,0,0,4,False,1079,862,2,2,4,1941,True,14935,86,3,0,0,8,402,3,7,94,1,41.37931034482759,0,112.0,0,0,8,4,1,78140.0,678.0,216.0,271.0,242.0,284.0,256.0,222.0,309.85714285714283,164.18529021751473,388.3333333333333,252.36151317768986,351.75,218.65707550103807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,224.0,704,0,3,3,False,536,889,0,197,197,1425,False,14935,0,1,0,3,8,402,3,7,110,0,41.37931034482759,0,112.0,0,0,7,0,1,256459.0,269.0,678.0,216.0,271.0,242.0,284.0,256.0,316.57142857142856,160.92219356245545,387.6666666666667,252.8286639867666,358.5,214.51728757064467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,276.0,703,0,2,26,False,31,91,0,11,11,122,True,14935,69,0,0,27,8,402,3,7,115,1,41.37931034482759,0,112.0,0,0,10,0,1,8122.0,224.0,269.0,678.0,216.0,271.0,242.0,284.0,312.0,163.36564306283415,390.3333333333333,250.1406271146959,346.75,222.0621159345586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,306.0,702,0,10,3,False,536,1377,0,197,197,1913,False,14935,0,2,0,9,8,402,3,7,110,0,41.37931034482759,0,112.0,0,0,11,0,1,4400.0,276.0,224.0,269.0,678.0,216.0,271.0,242.0,310.85714285714283,163.62195102474135,256.3333333333333,28.21937868439582,361.75,212.08862141409975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,232.0,700,0,10,3,False,536,1377,0,197,197,1913,True,14280,73,2,0,9,8,404,3,7,110,1,28.71148459383753,0,112.0,0,0,7,1,1,71313.0,306.0,276.0,224.0,269.0,678.0,216.0,271.0,320.0,160.8985187418869,268.6666666666667,41.48895435333763,268.75,33.87599937025229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,295.0,699,0,1,2,False,525,821,0,0,0,1346,False,14280,0,1,0,2,8,404,3,7,105,0,28.71148459383753,0,112.0,0,0,10,1,1,12930.0,232.0,306.0,276.0,224.0,269.0,678.0,216.0,314.42857142857144,163.53170655141787,271.3333333333333,37.22006627255429,259.5,38.518393874442204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,289.0,697,0,1,2,False,2,223,0,0,0,225,True,14280,69,1,0,2,8,404,3,7,105,1,28.71148459383753,0,112.0,0,0,10,1,1,516.0,295.0,232.0,306.0,276.0,224.0,269.0,678.0,325.7142857142857,158.24739522418085,277.6666666666667,39.92910383834495,277.25,32.61262536707729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,258.0,694,3,0,18,False,412,73,38,0,38,485,False,14072,0,5,0,15,8,405,3,7,168,0,29.13587265491757,0,112.0,0,0,10,3,1,169264.0,289.0,295.0,232.0,306.0,276.0,224.0,269.0,270.14285714285717,31.301909267799047,272.0,34.77067730142742,280.5,33.090784215548595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,269.0,693,3,0,18,False,424,73,38,0,38,497,False,14072,0,5,0,15,8,405,3,7,168,0,29.13587265491757,0,112.0,0,0,13,3,1,11325.0,258.0,289.0,295.0,232.0,306.0,276.0,224.0,268.57142857142856,31.64309899939818,280.6666666666667,19.857828011475306,268.5,29.24038303442689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,398.0,692,3,0,20,False,435,84,38,0,38,519,True,14072,69,5,0,17,8,405,3,7,169,1,29.13587265491757,0,112.0,0,0,13,3,1,1480.0,269.0,258.0,289.0,295.0,232.0,306.0,276.0,275.0,24.939927826679853,272.0,15.716233645501712,277.75,17.23127002477376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,241.0,690,0,2,17,False,746,580,0,0,0,1326,False,14362,0,7,0,12,8,406,3,7,170,0,31.193427099289792,0,112.0,0,0,12,4,1,83487.0,398.0,269.0,258.0,289.0,295.0,232.0,306.0,292.42857142857144,52.81053285995495,308.3333333333333,77.84814277382173,303.5,64.29359740025959,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,271.0,689,0,2,17,False,748,580,0,0,0,1328,False,14362,0,7,0,12,8,406,3,7,170,0,31.193427099289792,0,112.0,0,0,13,4,1,1362.0,241.0,398.0,269.0,258.0,289.0,295.0,232.0,283.14285714285717,55.66395773277526,302.6666666666667,83.73967598058482,291.5,71.92820494539446,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,274.0,688,0,2,17,False,1244,1160,0,0,0,2404,False,14362,0,7,0,12,8,406,3,7,170,0,31.193427099289792,0,112.0,0,0,14,4,1,3711.0,271.0,241.0,398.0,269.0,258.0,289.0,295.0,288.7142857142857,51.48693777944812,303.3333333333333,83.34466589610479,294.75,70.18250019294933,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,373.0,687,0,2,17,False,1245,1160,0,0,0,2405,True,14490,75,7,0,12,8,407,3,7,166,1,30.917874396135264,0,112.0,0,0,8,0,1,239126.0,274.0,271.0,241.0,398.0,269.0,258.0,289.0,285.7142857142857,51.671121159742235,262.0,18.24828759089466,296.0,69.61321713582845,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,4,83806327,248.0,685,0,0,1,False,2,2,0,0,0,4,True,14490,79,1,0,0,8,407,3,7,88,1,30.917874396135264,0,112.0,0,0,11,1,1,97102.0,373.0,274.0,271.0,241.0,398.0,269.0,258.0,297.7142857142857,61.39955017672981,306.0,58.0430874437258,289.75,57.46520686467595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,324.0,684,2,3,23,False,224,81,24,0,24,305,False,14490,0,9,0,18,8,407,3,7,187,0,30.917874396135264,0,112.0,0,0,12,1,1,4234.0,248.0,373.0,274.0,271.0,241.0,398.0,269.0,296.2857142857143,62.58251695618696,298.3333333333333,65.9570567364352,291.5,55.560777532356404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,240.0,683,2,3,23,False,192,82,24,0,24,274,False,14490,0,9,0,18,8,407,3,7,187,0,30.917874396135264,0,112.0,0,0,12,1,1,896.0,324.0,248.0,373.0,274.0,271.0,241.0,398.0,304.14285714285717,62.0360878076317,315.0,62.984124983998946,304.75,55.36168952142507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,276.0,682,2,3,23,False,184,83,24,0,24,267,False,14567,0,9,0,18,8,407,3,7,187,0,32.40200453078877,0,112.0,0,0,13,1,1,188.0,240.0,324.0,248.0,373.0,274.0,271.0,241.0,281.57142857142856,49.7153803929835,270.6666666666667,46.3609030685699,296.25,63.64681191282613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,251.0,680,2,0,16,False,111,83,0,0,0,194,False,14561,0,6,0,12,8,410,3,7,71,0,32.20932628253554,0,112.0,0,0,9,2,1,75067.0,276.0,240.0,324.0,248.0,373.0,274.0,271.0,286.57142857142856,46.61851257049837,280.0,42.14261501141095,272.0,37.94733192202055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,225.0,679,2,0,16,False,114,84,0,0,0,198,False,14561,0,6,0,12,8,410,3,7,71,0,32.20932628253554,0,112.0,0,0,9,2,1,234.0,251.0,276.0,240.0,324.0,248.0,373.0,274.0,283.7142857142857,48.313953421740344,255.66666666666666,18.448125469362285,272.75,37.339657202497186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,286.0,678,2,0,16,False,114,84,0,0,0,198,False,14561,0,6,0,12,8,410,3,7,71,0,32.20932628253554,0,112.0,0,0,10,2,1,162.0,225.0,251.0,276.0,240.0,324.0,248.0,373.0,276.7142857142857,53.25321362983423,250.66666666666666,25.501633934580216,248.0,21.494185260204677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,230.0,677,2,0,16,False,111,84,0,0,0,195,False,14561,0,6,0,12,8,410,3,7,71,0,32.20932628253554,0,112.0,0,0,11,2,1,4341.0,286.0,225.0,251.0,276.0,240.0,324.0,248.0,264.2857142857143,33.53959990674847,254.0,30.610455730027933,259.5,27.30689778548026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,258.0,676,2,0,17,False,112,88,1,4,5,200,False,14561,0,6,0,12,8,410,3,7,72,0,32.20932628253554,0,112.0,0,0,11,2,1,474.0,230.0,286.0,225.0,251.0,276.0,240.0,324.0,261.7142857142857,35.62168948695109,247.0,33.8673884437522,248.0,27.72483844257107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,710.0,675,1,0,17,False,90,88,1,4,5,178,False,14561,0,5,0,12,8,410,3,7,72,0,32.20932628253554,0,112.0,0,0,11,2,1,793.0,258.0,230.0,286.0,225.0,251.0,276.0,240.0,252.28571428571428,22.823338097324015,258.0,28.0,249.75,28.194266556636414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,549.0,674,1,0,18,False,91,88,1,4,5,179,True,14561,102,5,0,13,8,410,3,7,74,1,32.20932628253554,0,112.0,0,0,12,2,1,2039.0,710.0,258.0,230.0,286.0,225.0,251.0,276.0,319.42857142857144,173.64701470018343,399.3333333333333,269.4092302303938,371.0,227.1533989766974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,6,83806327,256.0,672,0,0,1,False,1,1,0,0,0,2,True,14561,67,1,0,0,8,411,3,7,80,1,32.20932628253554,0,112.0,0,0,10,3,1,81644.0,549.0,710.0,258.0,230.0,286.0,225.0,251.0,358.42857142857144,191.95907301892692,505.6666666666667,229.09459472744732,436.75,232.35228282358952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,253.0,670,0,0,1,False,1,1,0,0,0,2,True,14561,70,1,0,0,8,412,3,7,79,1,32.20932628253554,0,112.0,0,0,7,4,1,75107.0,256.0,549.0,710.0,258.0,230.0,286.0,225.0,359.14285714285717,191.50146089210267,505.0,230.17601960239037,443.25,224.88422947522724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,246.0,668,9,0,16,False,860,75,5,0,5,935,False,14561,0,12,0,12,8,412,3,7,140,0,32.20932628253554,0,112.0,0,0,8,4,1,3113.0,253.0,256.0,549.0,710.0,258.0,230.0,286.0,363.14285714285717,188.50148414219322,352.6666666666667,170.03627064051167,442.0,226.26680416416957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,284.0,667,9,0,16,False,860,75,5,0,5,935,False,14561,0,12,0,12,8,412,3,7,140,0,32.20932628253554,0,112.0,0,0,10,4,1,6308.0,246.0,253.0,256.0,549.0,710.0,258.0,230.0,357.42857142857144,191.80707072720855,251.66666666666666,5.131601439446884,326.0,148.72569829499315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,251.0,666,9,0,16,False,858,73,5,0,5,931,False,14561,0,12,0,12,8,412,3,7,140,0,32.20932628253554,0,112.0,0,0,10,4,1,1264.0,284.0,246.0,253.0,256.0,549.0,710.0,258.0,365.14285714285717,186.84969768187884,261.0,20.223748416156685,259.75,16.700798384109266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2,83806327,288.0,665,9,0,16,False,873,73,5,0,5,946,False,14624,0,12,0,12,8,413,3,7,140,0,32.070568927789935,0,112.0,0,0,9,0,2,254171.0,251.0,284.0,246.0,253.0,256.0,549.0,710.0,364.14285714285717,187.53615524428756,260.3333333333333,20.647840887931437,258.5,17.253019059476713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,337.0,664,0,0,3,False,75,6,0,0,0,81,False,14624,0,2,0,1,8,413,3,7,97,0,32.070568927789935,0,112.0,0,0,9,0,2,1839.0,288.0,251.0,284.0,246.0,253.0,256.0,549.0,303.85714285714283,109.36091405895218,274.3333333333333,20.305992547357377,267.25,21.80787319601188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,274.0,663,0,0,3,False,75,6,0,0,0,81,False,14624,0,2,0,1,8,413,3,7,97,0,32.070568927789935,0,112.0,0,0,9,0,2,85.0,337.0,288.0,251.0,284.0,246.0,253.0,256.0,273.57142857142856,32.51080406499324,292.0,43.139309220245984,290.0,35.44949458972112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,284.0,662,0,0,2,False,73,6,0,0,0,79,False,14624,0,1,0,1,8,413,3,7,95,0,32.070568927789935,0,112.0,0,0,9,0,2,279.0,274.0,337.0,288.0,251.0,284.0,246.0,253.0,276.14285714285717,31.588123144775853,299.6666666666667,33.08070938376826,287.5,36.3547337587097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,3,83806327,298.0,661,0,0,2,False,73,6,0,0,0,79,True,14624,121,1,0,1,8,413,3,7,95,1,32.070568927789935,0,112.0,0,0,10,0,2,655.0,284.0,274.0,337.0,288.0,251.0,284.0,246.0,280.57142857142856,29.932463663260013,298.3333333333333,33.85754470326124,295.75,28.1232406857152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
